EnableNtmsObject,HANDLE,DWORD,LPNTMS_GUID
GetExpandedName,LPTSTR,LPTSTR
GetExpandedNameA,LPTSTR,LPTSTR
GetExpandedNameW,LPTSTR,LPTSTR
GetNtmsObjectSecurity,HANDLE,LPNTMS_GUID,DWORD,SECURITY_INFORMATION,PSECURITY_DESCRIPTOR,DWORD,LPDWORD
MoveFile,LPCTSTR,LPCTSTR
MoveFileA,LPCTSTR,LPCTSTR
MoveFileW,LPCTSTR,LPCTSTR
IFsrmQuota.RefreshUsageProperties
OpenEncryptedFileRaw,LPCTSTR,ULONG,PVOID *
OpenEncryptedFileRawA,LPCTSTR,ULONG,PVOID *
OpenEncryptedFileRawW,LPCTSTR,ULONG,PVOID *
IFsrmReportManager.EnumReportJobs,FsrmEnumOptions,IFsrmCollection **
GetDiskFreeSpace,LPCTSTR,LPDWORD,LPDWORD,LPDWORD,LPDWORD
GetDiskFreeSpaceA,LPCTSTR,LPDWORD,LPDWORD,LPDWORD,LPDWORD
GetDiskFreeSpaceW,LPCTSTR,LPDWORD,LPDWORD,LPDWORD,LPDWORD
InstallLogPolicy,HANDLE,PCLFS_MGMT_POLICY
LsnBlockOffset,const CLFS_LSN *
CopyFileTransacted,LPCTSTR,LPCTSTR,LPPROGRESS_ROUTINE,LPVOID,LPBOOL,DWORD,HANDLE
CopyFileTransactedA,LPCTSTR,LPCTSTR,LPPROGRESS_ROUTINE,LPVOID,LPBOOL,DWORD,HANDLE
CopyFileTransactedW,LPCTSTR,LPCTSTR,LPPROGRESS_ROUTINE,LPVOID,LPBOOL,DWORD,HANDLE
OpenResourceManager,DWORD,,LPGUID
GetFileInformationByHandle,HANDLE,LPBY_HANDLE_FILE_INFORMATION
IDiskQuotaUser.GetSid,LPBYTE,DWORD
FindFirstFileNameW,LPCWSTR,DWORD,LPDWORD,PWCHAR
TxfLogDestroyReadContext,PVOID
NetSessionEnum,LPWSTR,LPWSTR,LPWSTR,DWORD,LPBYTE *,DWORD,LPDWORD,LPDWORD,LPDWORD
GetFileType,HANDLE
SetLogArchiveTail,HANDLE,PCLFS_LSN,LPVOID
GetNtmsObjectInformation,HANDLE,LPNTMS_GUID,LPNTMS_OBJECTINFORMATION
GetNtmsObjectInformationA,HANDLE,LPNTMS_GUID,LPNTMS_OBJECTINFORMATION
GetNtmsObjectInformationW,HANDLE,LPNTMS_GUID,LPNTMS_OBJECTINFORMATION
SetLogFileSizeWithPolicy,HANDLE,PULONGLONG,PULONGLONG
EncryptionDisable,LPCWSTR,BOOL
IFsrmReportManager.GetDefaultFilter,FsrmReportType,FsrmReportFilter,VARIANT *
WaitForNtmsOperatorRequest,HANDLE,LPNTMS_GUID,DWORD
SetVolumeMountPoint,LPCTSTR,LPCTSTR
SetVolumeMountPointA,LPCTSTR,LPCTSTR
SetVolumeMountPointW,LPCTSTR,LPCTSTR
GetLongPathName,LPCTSTR,LPTSTR,DWORD
GetLongPathNameA,LPCTSTR,LPTSTR,DWORD
GetLongPathNameW,LPCTSTR,LPTSTR,DWORD
ReserveAndAppendLogAligned,PVOID,PCLFS_WRITE_ENTRY,ULONG,ULONG,PCLFS_LSN,PCLFS_LSN,ULONG,LONGLONG,ULONG,PCLFS_LSN,LPOVERLAPPED
GetTransactionManagerId,HANDLE,LPGUID
IFsrmActionCommand.KillTimeOut
IFsrmActionCommand.get_KillTimeOut
IFsrmActionCommand.put_KillTimeOut
IFsrmActionCommand.KillTimeOut
IFsrmActionCommand.get_KillTimeOut
IFsrmActionCommand.put_KillTimeOut
IDiskQuotaUser.GetID,ULONG *
ReadLogRestartArea,PVOID,PVOID *,PULONG,PCLFS_LSN,PVOID *,LPOVERLAPPED
NetDfsAddStdRootForced,LPWSTR,LPWSTR,LPWSTR,LPWSTR
IFsrmQuotaObject.SourceTemplateName,BSTR *
IFsrmQuotaObject.get_SourceTemplateName,BSTR *
RemoveDirectoryTransacted,LPCTSTR,HANDLE
RemoveDirectoryTransactedA,LPCTSTR,HANDLE
RemoveDirectoryTransactedW,LPCTSTR,HANDLE
CommitTransactionAsync,HANDLE
IFsrmFileScreenTemplateManager.EnumTemplates,FsrmEnumOptions,IFsrmCommittableCollection **
GetNotificationResourceManager,HANDLE,PTRANSACTION_NOTIFICATION,ULONG,DWORD,PULONG
IRdcGeneratorParameters.GetParametersVersion,ULONG *,ULONG *
IFsrmQuotaBase.DeleteThreshold,FSRM_QUOTA_THRESHOLD
FindFirstFileEx,LPCTSTR,FINDEX_INFO_LEVELS,LPVOID,FINDEX_SEARCH_OPS,LPVOID,DWORD
FindFirstFileExA,LPCTSTR,FINDEX_INFO_LEVELS,LPVOID,FINDEX_SEARCH_OPS,LPVOID,DWORD
FindFirstFileExW,LPCTSTR,FINDEX_INFO_LEVELS,LPVOID,FINDEX_SEARCH_OPS,LPVOID,DWORD
ISimilarity.CopyAndSwap,,ISimilarity *
ReadNextLogRecord,PVOID,PVOID *,PULONG,PCLFS_RECORD_TYPE,PCLFS_LSN,PCLFS_LSN,PCLFS_LSN,PCLFS_LSN,LPOVERLAPPED
IFsrmMutableCollection.Add,VARIANT
IFsrmMutableCollection.Add,VARIANT
IFsrmFileGroup.Members
IFsrmFileGroup.get_Members
IFsrmFileGroup.put_Members
FreeReservedLog,PVOID,ULONG,PLONGLONG
NetDfsRemoveFtRoot,LPWSTR,LPWSTR,LPWSTR,DWORD
AllocateNtmsMedia,HANDLE,LPNTMS_GUID,LPNTMS_GUID,LPNTMS_GUID,DWORD,DWORD,LPNTMS_ALLOCATION_INFORMATION
IFsrmMutableCollection.Clone,IFsrmMutableCollection **
IFsrmMutableCollection.Clone,IFsrmMutableCollection **
RemoveDirectory,LPCTSTR
RemoveDirectoryA,LPCTSTR
RemoveDirectoryW,LPCTSTR
WriteFileEx,HANDLE,LPCVOID,DWORD,LPOVERLAPPED,LPOVERLAPPED_COMPLETION_ROUTINE
IFsrmActionEmail.MessageText
IFsrmActionEmail.get_MessageText
IFsrmActionEmail.put_MessageText
IFsrmActionEmail.MessageText
IFsrmActionEmail.get_MessageText
IFsrmActionEmail.put_MessageText
IDiskQuotaControl.ShutdownNameResolution
CreateDirectory,LPCTSTR,LPSECURITY_ATTRIBUTES
CreateDirectoryA,LPCTSTR,LPSECURITY_ATTRIBUTES
CreateDirectoryW,LPCTSTR,LPSECURITY_ATTRIBUTES
IFsrmActionReport.MailTo
IFsrmActionReport.get_MailTo
IFsrmActionReport.put_MailTo
IFsrmActionReport.MailTo
IFsrmActionReport.get_MailTo
IFsrmActionReport.put_MailTo
GetLogContainerName,HANDLE,CLFS_CONTAINER_ID,LPCWSTR,ULONG,PULONG
FindVolumeClose,HANDLE
IFsrmFileGroupManager.ImportFileGroups,BSTR,VARIANT *,IFsrmCommittableCollection **
DismountNtmsDrive,HANDLE,LPNTMS_GUID
GetFileInformationByHandleEx,HANDLE,FILE_INFO_BY_HANDLE_CLASS,LPVOID,DWORD
SetNtmsMediaComplete,HANDLE,LPNTMS_GUID
ISimilarity.GetRecordCount,DWORD *
BeginNtmsDeviceChangeDetection,HANDLE,LPHANDLE
ISimilarityTraitsMapping.ResizeMapping,RdcMappingAccessMode,unsigned __int64,unsigned __int64,unsigned __int64 *
IDiskQuotaUser.SetQuotaLimit,LONGLONG,BOOL
ISimilarityTraitsTable.GetLastIndex,SimilarityFileIndexT *
IRdcSignatureReader.ReadSignatures,,RdcSignaturePointer *
IFsrmQuotaBase.AddThreshold,FSRM_QUOTA_THRESHOLD
IFsrmReportManager.IsFilterValidForReportType,FsrmReportType,FsrmReportFilter,VARIANT_BOOL *
IFsrmFileScreenManager.EnumFileScreenExceptions,BSTR,FsrmEnumOptions,IFsrmCommittableCollection **
SetFileInformationByHandle,HANDLE,FILE_INFO_BY_HANDLE_CLASS,LPVOID,DWORD
DeleteNtmsDrive,HANDLE,LPNTMS_GUID
SetResourceManagerCompletionPort,HANDLE,HANDLE,ULONG_PTR
IFsrmActionEventLog.EventType
IFsrmActionEventLog.get_EventType
IFsrmActionEventLog.put_EventType
IFsrmActionEventLog.EventType
IFsrmActionEventLog.get_EventType
IFsrmActionEventLog.put_EventType
ISimilarityTraitsTable.FindSimilarFileIndex,SimilarityData *,FindSimilarFileIndexResults *,DWORD,DWORD *
FindNextChangeNotification,HANDLE
IFsrmFileScreenManager.ActionVariables,SAFEARRAY(VARIANT) *
IFsrmFileScreenManager.get_ActionVariables,SAFEARRAY(VARIANT) *
NetDfsManagerInitialize,LPWSTR,DWORD
FindNextFile,HANDLE,LPWIN32_FIND_DATA
FindNextFileA,HANDLE,LPWIN32_FIND_DATA
FindNextFileW,HANDLE,LPWIN32_FIND_DATA
SetTransactionInformation,HANDLE,DWORD,DWORD,DWORD,LPWSTR
GetQueuedCompletionStatusEx,HANDLE,LPOVERLAPPED_ENTRY,ULONG,PULONG,DWORD,BOOL
IFsrmReportManager.GetReportJob,BSTR,IFsrmReportJob **
IFsrmFileGroupManager.CreateFileGroup,IFsrmFileGroup **
IDiskQuotaUser.GetQuotaUsed,PLONGLONG
DisableNtmsObject,HANDLE,DWORD,LPNTMS_GUID
NetShareAdd,LPWSTR,DWORD,LPBYTE,LPDWORD
DeleteNtmsMedia,HANDLE,LPNTMS_GUID
EjectNtmsMedia,HANDLE,LPNTMS_GUID,LPNTMS_GUID,DWORD
IDiskQuotaUserBatch.RemoveAll
FindFirstFileTransacted,LPCTSTR,FINDEX_INFO_LEVELS,LPVOID,FINDEX_SEARCH_OPS,LPVOID,DWORD,HANDLE
FindFirstFileTransactedA,LPCTSTR,FINDEX_INFO_LEVELS,LPVOID,FINDEX_SEARCH_OPS,LPVOID,DWORD,HANDLE
FindFirstFileTransactedW,LPCTSTR,FINDEX_INFO_LEVELS,LPVOID,FINDEX_SEARCH_OPS,LPVOID,DWORD,HANDLE
GetNtmsMediaPoolName,HANDLE,LPNTMS_GUID,LPTSTR,LPDWORD
GetNtmsMediaPoolNameA,HANDLE,LPNTMS_GUID,LPTSTR,LPDWORD
GetNtmsMediaPoolNameW,HANDLE,LPNTMS_GUID,LPTSTR,LPDWORD
ISimilarityTraitsMapping.CreateView,DWORD,RdcMappingAccessMode,ISimilarityTraitsMappedView **
HandleLogFull,HANDLE
IFsrmFileScreenException.AllowedFileGroups
IFsrmFileScreenException.get_AllowedFileGroups
IFsrmFileScreenException.put_AllowedFileGroups
GetFileAttributes,LPCTSTR
GetFileAttributesA,LPCTSTR
GetFileAttributesW,LPCTSTR
ISimilarityTableDumpState.GetNextData,DWORD,DWORD *,BOOL *,
SetNtmsObjectSecurity,HANDLE,LPNTMS_GUID,DWORD,SECURITY_INFORMATION,PSECURITY_DESCRIPTOR
IFsrmFileScreenTemplateManager.GetTemplate,BSTR,IFsrmFileScreenTemplate **
GetEnlistmentId,HANDLE,LPGUID
RemoveLogPolicy,HANDLE,CLFS_MANAGEMENT_POLICY_TYPE
SetFileShortName,HANDLE,LPCTSTR
SetFileShortNameA,HANDLE,LPCTSTR
SetFileShortNameW,HANDLE,LPCTSTR
ISimilarityFileIdTable.CreateTableIndirect,IRdcFileWriter *,BOOL,DWORD,RdcCreatedTables *
GetCurrentDirectory,DWORD,LPTSTR
GetCurrentDirectoryA,DWORD,LPTSTR
GetCurrentDirectoryW,DWORD,LPTSTR
IFsrmFileScreenManager.GetFileScreenException,BSTR,IFsrmFileScreenException **
GetFileSize,HANDLE,LPDWORD
FindFirstFileNameTransactedW,LPCWSTR,DWORD,LPDWORD,PWCHAR,HANDLE
FindNextFileNameW,HANDLE,LPDWORD,PWCHAR
FileEncryptionStatus,LPCTSTR,LPDWORD
FileEncryptionStatusA,LPCTSTR,LPDWORD
FileEncryptionStatusW,LPCTSTR,LPDWORD
CopyFile,LPCTSTR,LPCTSTR,BOOL
CopyFileA,LPCTSTR,LPCTSTR,BOOL
CopyFileW,LPCTSTR,LPCTSTR,BOOL
NetShareCheck,LPWSTR,LPWSTR,LPDWORD
CreateTransactionManager,LPSECURITY_ATTRIBUTES,LPWSTR,ULONG,ULONG
IRdcLibrary.CreateComparator,IRdcFileReader *,ULONG,IRdcComparator **
NetShareEnum,LPWSTR,DWORD,LPBYTE *,DWORD,LPDWORD,LPDWORD,LPDWORD
IDiskQuotaUser.GetAccountStatus,LPDWORD
GetTempFileName,LPCTSTR,LPCTSTR,UINT,LPTSTR
GetTempFileNameA,LPCTSTR,LPCTSTR,UINT,LPTSTR
GetTempFileNameW,LPCTSTR,LPCTSTR,UINT,LPTSTR
NetShareSetInfo,LPWSTR,LPWSTR,DWORD,LPBYTE,LPDWORD
IFsrmFileManagementJobManager.ActionVariables,SAFEARRAY(VARIANT) *
IFsrmFileManagementJobManager.get_ActionVariables,SAFEARRAY(VARIANT) *
AccessNtmsLibraryDoor,HANDLE,LPNTMS_GUID,DWORD
NetDfsSetInfo,LPWSTR,LPWSTR,LPWSTR,DWORD,LPBYTE
RecoverResourceManager,HANDLE
CreateLogContainerScanContext,HANDLE,ULONG,ULONG,CLFS_SCAN_MODE,PCLFS_SCAN_CONTEXT,LPOVERLAPPED
IFsrmCommittableCollection.Commit,FsrmCommitOptions,IFsrmCollection **
IFsrmCommittableCollection.Commit,FsrmCommitOptions,IFsrmCollection **
IFsrmQuotaBase.CreateThresholdAction,FSRM_QUOTA_THRESHOLD,FsrmActionType,IFsrmAction **
IRdcLibrary.OpenGeneratorParameters,ULONG,const BYTE *,IRdcGeneratorParameters **
IFsrmFileGroup.NonMembers
IFsrmFileGroup.get_NonMembers
IFsrmFileGroup.put_NonMembers
IFsrmSetting.AdminEmail
IFsrmSetting.get_AdminEmail
IFsrmSetting.put_AdminEmail
IFsrmSetting.AdminEmail
IFsrmSetting.get_AdminEmail
IFsrmSetting.put_AdminEmail
IRdcLibrary.CreateGenerator,ULONG,IRdcGeneratorParameters *,IRdcGenerator **
IDiskQuotaUser.GetQuotaUsedText,LPWSTR,DWORD
RecoverEnlistment,HANDLE,PVOID
SetFileAttributesTransacted,LPCTSTR,DWORD,HANDLE
SetFileAttributesTransactedA,LPCTSTR,DWORD,HANDLE
SetFileAttributesTransactedW,LPCTSTR,DWORD,HANDLE
ValidateLog,LPCWSTR,LPSECURITY_ATTRIBUTES,PCLFS_INFORMATION,PULONG
GetLongPathNameTransacted,LPCTSTR,LPTSTR,DWORD,HANDLE
GetLongPathNameTransactedA,LPCTSTR,LPTSTR,DWORD,HANDLE
GetLongPathNameTransactedW,LPCTSTR,LPTSTR,DWORD,HANDLE
NetDfsAdd,LPWSTR,LPWSTR,LPWSTR,LPWSTR,DWORD
IDiskQuotaControl.GiveUserNameResolutionPriority,PDISKQUOTA_USER
InjectNtmsCleaner,HANDLE,LPNTMS_GUID,LPNTMS_GUID,WORD,DWORD
EjectDiskFromSADrive,LPCWSTR,LPCWSTR,LPCWSTR,HWND,LPCWSTR,LPCWSTR,DWORD
EjectDiskFromSADriveA,LPCWSTR,LPCWSTR,LPCWSTR,HWND,LPCWSTR,LPCWSTR,DWORD
EjectDiskFromSADriveW,LPCWSTR,LPCWSTR,LPCWSTR,HWND,LPCWSTR,LPCWSTR,DWORD
IFsrmQuotaObject.MatchesSourceTemplate,VARIANT_BOOL *
IFsrmQuotaObject.get_MatchesSourceTemplate,VARIANT_BOOL *
MountNtmsMedia,HANDLE,LPNTMS_GUID,LPNTMS_GUID,DWORD,DWORD,DWORD,DWORD,
IFsrmFileScreenTemplateManager.ExportTemplates,VARIANT *,BSTR *
OpenTransaction,DWORD,LPGUID
LsnNull,const CLFS_LSN *
FlushFileBuffers,HANDLE
MoveFileTransacted,LPCTSTR,LPCTSTR,LPPROGRESS_ROUTINE,LPVOID,DWORD,HANDLE
MoveFileTransactedA,LPCTSTR,LPCTSTR,LPPROGRESS_ROUTINE,LPVOID,DWORD,HANDLE
MoveFileTransactedW,LPCTSTR,LPCTSTR,LPPROGRESS_ROUTINE,LPVOID,DWORD,HANDLE
CancelNtmsOperatorRequest,HANDLE,LPNTMS_GUID
IDiskQuotaControl.GetDefaultQuotaLimit,PLONGLONG
IDiskQuotaControl.SetQuotaState,DWORD
IFsrmQuotaManager.ActionVariableDescriptions,SAFEARRAY(VARIANT) *
IFsrmQuotaManager.get_ActionVariableDescriptions,SAFEARRAY(VARIANT) *
CreateFileTransacted,LPCTSTR,DWORD,DWORD,LPSECURITY_ATTRIBUTES,DWORD,DWORD,HANDLE,HANDLE,PUSHORT,PVOID
CreateFileTransactedA,LPCTSTR,DWORD,DWORD,LPSECURITY_ATTRIBUTES,DWORD,DWORD,HANDLE,HANDLE,PUSHORT,PVOID
CreateFileTransactedW,LPCTSTR,DWORD,DWORD,LPSECURITY_ATTRIBUTES,DWORD,DWORD,HANDLE,HANDLE,PUSHORT,PVOID
IDiskQuotaUser.GetSidLength,LPDWORD
ReadFileEx,HANDLE,LPVOID,DWORD,LPOVERLAPPED,LPOVERLAPPED_COMPLETION_ROUTINE
IFsrmActionCommand.Account
IFsrmActionCommand.get_Account
IFsrmActionCommand.put_Account
IFsrmActionCommand.Account
IFsrmActionCommand.get_Account
IFsrmActionCommand.put_Account
ISimilarityTraitsTable.CreateTableIndirect,ISimilarityTraitsMapping *,BOOL,RdcCreatedTables *
NetDfsGetSupportedNamespaceVersion,DFS_NAMESPACE_VERSION_ORIGIN,PWSTR,PDFS_SUPPORTED_NAMESPACE_VERSION_INFO *
IRdcGenerator.Process,BOOL,BOOL *,,RdcBufferPointer *,ULONG,RdcBufferPointer *
CreateResourceManager,LPSECURITY_ATTRIBUTES,LPGUID,DWORD,HANDLE,LPWSTR
DeleteLogFile,LPCWSTR,PVOID
GetTempPath,DWORD,LPTSTR
GetTempPathA,DWORD,LPTSTR
GetTempPathW,DWORD,LPTSTR
IRdcGeneratorParameters.GetGeneratorParametersType,GeneratorParametersType *
GetNotificationResourceManagerAsync,HANDLE,PTRANSACTION_NOTIFICATION,ULONG,PULONG,LPOVERLAPPED
NetSessionDel,LPWSTR,LPWSTR,LPWSTR
IFsrmQuotaObject.UserAccount,BSTR *
IFsrmQuotaObject.get_UserAccount,BSTR *
IRdcGeneratorFilterMaxParameters.SetHorizonSize,ULONG
IFsrmActionCommand.Arguments
IFsrmActionCommand.get_Arguments
IFsrmActionCommand.put_Arguments
IFsrmActionCommand.Arguments
IFsrmActionCommand.get_Arguments
IFsrmActionCommand.put_Arguments
IFsrmReport.Type,FsrmReportType *
IFsrmReport.get_Type,FsrmReportType *
IFsrmFileScreenTemplate.Name
IFsrmFileScreenTemplate.get_Name
IFsrmFileScreenTemplate.put_Name
SetCurrentDirectory,LPCTSTR
SetCurrentDirectoryA,LPCTSTR
SetCurrentDirectoryW,LPCTSTR
RollbackEnlistment,HANDLE,PLARGE_INTEGER
IFsrmQuotaBase.EnumThresholdActions,FSRM_QUOTA_THRESHOLD,IFsrmCollection **
CreateDirectoryEx,LPCTSTR,LPCTSTR,LPSECURITY_ATTRIBUTES
CreateDirectoryExA,LPCTSTR,LPCTSTR,LPSECURITY_ATTRIBUTES
CreateDirectoryExW,LPCTSTR,LPCTSTR,LPSECURITY_ATTRIBUTES
IFsrmSetting.DisableCommandLine
IFsrmSetting.get_DisableCommandLine
IFsrmSetting.put_DisableCommandLine
IFsrmSetting.DisableCommandLine
IFsrmSetting.get_DisableCommandLine
IFsrmSetting.put_DisableCommandLine
CreateNtmsMedia,HANDLE,LPNTMS_OBJECTINFORMATION,LPNTMS_OBJECTINFORMATION,DWORD
CreateNtmsMediaA,HANDLE,LPNTMS_OBJECTINFORMATION,LPNTMS_OBJECTINFORMATION,DWORD
CreateNtmsMediaW,HANDLE,LPNTMS_OBJECTINFORMATION,LPNTMS_OBJECTINFORMATION,DWORD
SetFileBandwidthReservation,HANDLE,DWORD,DWORD,BOOL,LPDWORD,LPDWORD
SubmitNtmsOperatorRequest,HANDLE,DWORD,LPCTSTR,LPNTMS_GUID,LPNTMS_GUID,LPNTMS_GUID
SubmitNtmsOperatorRequestA,HANDLE,DWORD,LPCTSTR,LPNTMS_GUID,LPNTMS_GUID,LPNTMS_GUID
SubmitNtmsOperatorRequestW,HANDLE,DWORD,LPCTSTR,LPNTMS_GUID,LPNTMS_GUID,LPNTMS_GUID
ISimilarityTraitsTable.Append,SimilarityData *,SimilarityFileIndexT
IFsrmAutoApplyQuota.ExcludeFolders
IFsrmAutoApplyQuota.get_ExcludeFolders
IFsrmAutoApplyQuota.put_ExcludeFolders
FindFirstVolume,LPTSTR,DWORD
FindFirstVolumeA,LPTSTR,DWORD
FindFirstVolumeW,LPTSTR,DWORD
GetFileAttributesTransacted,LPCTSTR,GET_FILEEX_INFO_LEVELS,LPVOID,HANDLE
GetFileAttributesTransactedA,LPCTSTR,GET_FILEEX_INFO_LEVELS,LPVOID,HANDLE
GetFileAttributesTransactedW,LPCTSTR,GET_FILEEX_INFO_LEVELS,LPVOID,HANDLE
NetDfsGetSecurity,LPWSTR,SECURITY_INFORMATION,PSECURITY_DESCRIPTOR *,LPDWORD
IDiskQuotaControl.SetDefaultQuotaThreshold,LONGLONG
IFsrmQuotaManager.GetRestrictiveQuota,BSTR,IFsrmQuota **
IFsrmMutableCollection.Remove,long
IFsrmMutableCollection.Remove,long
CancelSynchronousIo,HANDLE
WaitForNtmsNotification,HANDLE,LPNTMS_NOTIFICATIONINFORMATION,DWORD
GetFullPathNameTransacted,LPCTSTR,DWORD,LPTSTR,LPTSTR *,HANDLE
GetFullPathNameTransactedA,LPCTSTR,DWORD,LPTSTR,LPTSTR *,HANDLE
GetFullPathNameTransactedW,LPCTSTR,DWORD,LPTSTR,LPTSTR *,HANDLE
IFsrmFileScreenException.Path,BSTR *
IFsrmFileScreenException.get_Path,BSTR *
ISimilarityTraitsMappedView.Get,unsigned __int64,BOOL,DWORD,SimilarityMappedViewInfo *
IFsrmQuotaManager.EnumAutoApplyQuotas,BSTR,FsrmEnumOptions,IFsrmCommittableCollection **
IFsrmSetting.EmailTest,BSTR
IFsrmSetting.EmailTest,BSTR
UpdateNtmsOmidInfo,HANDLE,LPNTMS_GUID,DWORD,DWORD,LPVOID
IRdcGeneratorFilterMaxParameters.SetHashWindowSize,ULONG
GetQueuedCompletionStatus,HANDLE,LPDWORD,PULONG_PTR,LPOVERLAPPED *,DWORD
IRdcSimilarityGenerator.Results,SimilarityData *
IFsrmActionCommand.WorkingDirectory
IFsrmActionCommand.get_WorkingDirectory
IFsrmActionCommand.put_WorkingDirectory
IFsrmActionCommand.WorkingDirectory
IFsrmActionCommand.get_WorkingDirectory
IFsrmActionCommand.put_WorkingDirectory
IFsrmReport.Delete
IFsrmReportManager.SetOutputDirectory,FsrmReportGenerationContext,BSTR
IRdcFileReader.GetFileSize,ULONGLONG *
LZOpenFile,LPTSTR,LPOFSTRUCT,WORD
LZOpenFileA,LPTSTR,LPOFSTRUCT,WORD
LZOpenFileW,LPTSTR,LPOFSTRUCT,WORD
IFsrmCollection.Count,long *
IFsrmCollection.get_Count,long *
IFsrmCollection.Count,long *
IFsrmCollection.get_Count,long *
SetFileValidData,HANDLE,LONGLONG
IFsrmQuotaTemplate.CommitAndUpdateDerived,FsrmCommitOptions,FsrmTemplateApplyOptions,IFsrmDerivedObjectsResult **
IFsrmSetting.EnableScreeningAudit
IFsrmSetting.get_EnableScreeningAudit
IFsrmSetting.put_EnableScreeningAudit
IFsrmSetting.EnableScreeningAudit
IFsrmSetting.get_EnableScreeningAudit
IFsrmSetting.put_EnableScreeningAudit
